Violation_ID,Violation_Type,Fine_Amount,Location,Date,Time,Vehicle_Type,Vehicle_Color,Vehicle_Model_Year,Registration_State,Driver_Age,Driver_Gender,License_Type,Penalty_Points,Weather_Condition,Road_Condition,Officer_ID,Issuing_Agency,License_Validity,Number_of_Passengers,Helmet_Worn,Seatbelt_Worn,Traffic_Light_Status,Speed_Limit,Recorded_Speed,Alcohol_Level,Breathalyzer_Result,Towed,Fine_Paid,Payment_Method,Court_Appearance_Required,Previous_Violations,Comments,Hour,Age_Group,Over_Speeding,Speed_Diff,Day,Repeat_Offender,Month
VLT101239,Drunk Driving,826,Maharashtra,2026-05-24,1900-01-01 07:18:00,Scooter,Black,2017,Karnataka,50,Male,Heavy Vehicle,2,Clear,Under Construction,OFF6659,Local Police,Suspended,3,No,,Yellow,30,21,0.24,Negative,No,No,Online,Yes,0,First Violation,7,46-60,False,-9,Sunday,False,2026-05
VLT101240,Using Mobile Phone,497,Uttar Pradesh,2026-05-25,1900-01-01 17:31:00,Bike,Green,2007,Maharashtra,19,Male,Commercial,8,Foggy,Potholes,OFF5164,RTO,Suspended,5,Yes,No,Red,80,66,0.39,Negative,Yes,No,Online,Yes,3,Fine Paid On Spot,17,18-25,False,-14,Monday,True,2026-05
VLT101241,Overloading,4905,Tamil Nadu,2026-05-26,1900-01-01 19:20:00,Auto Rickshaw,Green,2012,Delhi,45,Other,Four-Wheeler,3,Foggy,Dry,OFF7358,Local Police,Valid,4,Yes,Yes,Green,40,22,0.0,Not Conducted,No,Yes,Cash,Yes,4,Repeat Offender,19,36-45,False,-18,Tuesday,True,2026-05
VLT101242,Wrong Parking,4177,Punjab,2026-05-27,1900-01-01 23:00:00,Bike,Red,1996,West Bengal,71,Male,Commercial,2,Cloudy,Potholes,OFF5439,Highway Patrol,Suspended,4,,Yes,Green,40,77,0.23,Not Conducted,Yes,No,Card,No,3,Repeat Offender,23,60+,True,37,Wednesday,True,2026-05
VLT101243,Drunk Driving,4327,Maharashtra,2026-05-28,1900-01-01 11:33:00,Bike,Blue,2014,Gujarat,33,Female,Commercial,10,Clear,Dry,OFF2799,Highway Patrol,Suspended,2,Yes,Yes,Green,60,65,0.09,Positive,No,Yes,Online,Yes,4,Fine Paid On Spot,11,26-35,True,5,Thursday,True,2026-05
VLT101244,Signal Jumping,3390,Tamil Nadu,2026-05-29,1900-01-01 05:06:00,Bus,White,2005,Uttar Pradesh,26,Other,Four-Wheeler,1,Cloudy,Dry,OFF3660,Traffic Police,Suspended,1,,,Green,40,33,0.5,Negative,No,Yes,Card,No,5,Repeat Offender,5,26-35,False,-7,Friday,True,2026-05
VLT101245,Driving Without License,2595,Uttar Pradesh,2026-05-30,1900-01-01 14:28:00,Truck,Black,2006,Karnataka,57,Other,Commercial,8,Rainy,Dry,OFF8542,RTO,Expired,1,No,,Green,60,104,0.49,Not Conducted,No,No,Card,No,1,Repeat Offender,14,46-60,True,44,Saturday,True,2026-05
VLT101246,Over-speeding,1452,Gujarat,2026-05-31,1900-01-01 06:54:00,Scooter,White,2017,West Bengal,53,Female,Four-Wheeler,7,Foggy,Under Construction,OFF7816,Traffic Police,Suspended,3,Yes,No,Yellow,40,54,0.38,Not Conducted,No,Yes,Online,Yes,1,,6,46-60,True,14,Sunday,True,2026-05
VLT101247,Wrong Parking,4236,Punjab,2026-06-01,1900-01-01 20:02:00,Scooter,Silver,2006,Maharashtra,28,Male,Heavy Vehicle,4,Foggy,Wet,OFF5393,Local Police,Suspended,5,No,,Yellow,40,82,0.37,Not Conducted,No,No,Not Paid,Yes,4,,20,26-35,True,42,Monday,True,2026-06
VLT101248,Drunk Driving,2444,Tamil Nadu,2026-06-02,1900-01-01 18:37:00,Auto Rickshaw,Silver,2013,Punjab,25,Male,Two-Wheeler,10,Clear,Wet,OFF8803,RTO,Suspended,2,No,Yes,Green,40,87,0.32,Positive,No,Yes,Card,No,2,First Violation,18,18-25,True,47,Tuesday,True,2026-06
VLT101249,Drunk Driving,3811,Karnataka,2026-06-03,1900-01-01 16:26:00,Scooter,White,2001,Delhi,69,Female,Two-Wheeler,2,Foggy,Potholes,OFF5903,Local Police,Expired,1,Yes,,Green,50,63,0.27,Positive,Yes,No,Card,Yes,1,First Violation,16,60+,True,13,Wednesday,True,2026-06
VLT101250,Over-speeding,2451,Maharashtra,2026-06-04,1900-01-01 04:27:00,Bus,Red,2023,Delhi,44,Other,Four-Wheeler,8,Clear,Dry,OFF2455,Traffic Police,Valid,1,Yes,Yes,Yellow,40,87,0.02,Positive,No,Yes,Cash,Yes,0,Repeat Offender,4,36-45,True,47,Thursday,False,2026-06
VLT101251,Driving Without License,4651,Karnataka,2026-06-05,1900-01-01 05:27:00,Auto Rickshaw,Grey,2014,West Bengal,31,Female,Commercial,10,Rainy,Under Construction,OFF7045,Traffic Police,Expired,5,Yes,,Red,50,29,0.26,Negative,Yes,No,Not Paid,No,3,First Violation,5,26-35,False,-21,Friday,True,2026-06
VLT101252,Over-speeding,4780,Karnataka,2026-06-06,1900-01-01 04:13:00,Bike,Silver,2009,Punjab,50,Male,Commercial,0,Cloudy,Potholes,OFF7664,RTO,Valid,1,,,Red,80,24,0.05,Negative,No,Yes,Card,Yes,4,Fine Paid On Spot,4,46-60,False,-56,Saturday,True,2026-06
VLT101253,Driving Without License,4224,West Bengal,2026-06-07,1900-01-01 14:03:00,Bus,Grey,2013,Uttar Pradesh,50,Other,Heavy Vehicle,5,Rainy,Wet,OFF4767,Local Police,Suspended,3,Yes,No,Yellow,30,105,0.35,Not Conducted,Yes,Yes,Card,Yes,3,Fine Paid On Spot,14,46-60,True,75,Sunday,True,2026-06
VLT101254,Wrong Parking,2784,Uttar Pradesh,2026-06-08,1900-01-01 11:28:00,Bike,Grey,2005,Delhi,72,Male,Learner,5,Cloudy,Dry,OFF8082,Highway Patrol,Suspended,4,Yes,Yes,Red,30,22,0.19,Positive,Yes,No,Online,No,3,First Violation,11,60+,False,-8,Monday,True,2026-06
VLT101255,No Seatbelt,2499,Karnataka,2026-06-09,1900-01-01 00:02:00,Auto Rickshaw,White,2008,Tamil Nadu,43,Female,Heavy Vehicle,8,Rainy,Under Construction,OFF4675,Highway Patrol,Suspended,5,,,Yellow,50,89,0.21,Positive,No,No,Not Paid,Yes,1,Repeat Offender,0,36-45,True,39,Tuesday,True,2026-06
VLT101256,Over-speeding,4772,Gujarat,2026-06-10,1900-01-01 05:45:00,Car,White,2005,Punjab,54,Other,Four-Wheeler,3,Rainy,Under Construction,OFF9787,Highway Patrol,Expired,2,Yes,Yes,Yellow,60,81,0.03,Not Conducted,No,Yes,Cash,Yes,1,Fine Paid On Spot,5,46-60,True,21,Wednesday,True,2026-06
VLT101257,Driving Without License,2340,Maharashtra,2026-06-11,1900-01-01 11:56:00,Bus,Blue,2005,Uttar Pradesh,45,Other,Four-Wheeler,3,Cloudy,Wet,OFF4366,Traffic Police,Suspended,2,No,Yes,Green,30,25,0.3,Not Conducted,No,Yes,Cash,Yes,1,,11,36-45,False,-5,Thursday,True,2026-06
VLT101258,No Helmet,3054,Maharashtra,2026-06-12,1900-01-01 11:44:00,Car,Green,1996,Delhi,57,Male,Four-Wheeler,7,Foggy,Wet,OFF3896,Highway Patrol,Valid,5,Yes,No,Red,80,84,0.3,Not Conducted,Yes,Yes,Card,Yes,5,Fine Paid On Spot,11,46-60,True,4,Friday,True,2026-06
VLT101259,No Seatbelt,3511,Tamil Nadu,2026-06-13,1900-01-01 10:55:00,Auto Rickshaw,Silver,2005,Karnataka,27,Male,Heavy Vehicle,2,Rainy,Dry,OFF9601,RTO,Suspended,5,,,Green,40,68,0.28,Positive,Yes,Yes,Not Paid,No,0,First Violation,10,26-35,True,28,Saturday,False,2026-06
VLT101260,Wrong Parking,3032,Tamil Nadu,2026-06-14,1900-01-01 10:43:00,Bus,Black,2007,Karnataka,28,Other,Heavy Vehicle,0,Cloudy,Potholes,OFF7950,RTO,Suspended,5,,Yes,Red,40,32,0.27,Not Conducted,Yes,No,Not Paid,Yes,5,Fine Paid On Spot,10,26-35,False,-8,Sunday,True,2026-06
VLT101261,Overloading,156,Maharashtra,2026-06-15,1900-01-01 04:32:00,Auto Rickshaw,Silver,1997,Gujarat,62,Male,Heavy Vehicle,6,Dust Storm,Potholes,OFF8561,Local Police,Suspended,5,No,,Red,40,61,0.29,Positive,No,Yes,Not Paid,Yes,4,First Violation,4,60+,True,21,Monday,True,2026-06
VLT101262,Driving Without License,4662,Karnataka,2026-06-16,1900-01-01 03:05:00,Truck,Silver,2022,Gujarat,24,Other,Learner,7,Dust Storm,Under Construction,OFF4066,Local Police,Expired,1,,Yes,Yellow,100,43,0.21,Positive,Yes,Yes,Not Paid,Yes,5,,3,18-25,False,-57,Tuesday,True,2026-06
VLT101263,No Seatbelt,2020,Tamil Nadu,2026-06-17,1900-01-01 20:38:00,Car,Black,2004,Karnataka,22,Other,Heavy Vehicle,9,Cloudy,Potholes,OFF5252,RTO,Valid,4,,,Red,80,34,0.42,Positive,No,No,Online,No,5,Fine Paid On Spot,20,18-25,False,-46,Wednesday,True,2026-06
VLT101264,Drunk Driving,851,Karnataka,2026-06-18,1900-01-01 17:41:00,Car,Grey,2000,West Bengal,31,Other,Four-Wheeler,3,Foggy,Slippery,OFF4839,RTO,Expired,1,Yes,Yes,Red,50,24,0.08,Not Conducted,No,Yes,Cash,No,0,Fine Paid On Spot,17,26-35,False,-26,Thursday,False,2026-06
VLT101265,No Helmet,534,Delhi,2026-06-19,1900-01-01 08:30:00,Scooter,Grey,1995,Maharashtra,57,Female,Heavy Vehicle,5,Foggy,Slippery,OFF5027,Local Police,Valid,5,Yes,,Green,30,71,0.47,Negative,Yes,Yes,Card,No,0,,8,46-60,True,41,Friday,False,2026-06
VLT101266,Using Mobile Phone,4871,Karnataka,2026-06-20,1900-01-01 07:49:00,Auto Rickshaw,Yellow,1996,Uttar Pradesh,68,Other,Heavy Vehicle,5,Rainy,Potholes,OFF4885,Traffic Police,Valid,5,No,Yes,Yellow,40,63,0.4,Positive,Yes,No,Card,Yes,4,Fine Paid On Spot,7,60+,True,23,Saturday,True,2026-06
VLT101267,Signal Jumping,958,Punjab,2026-06-21,1900-01-01 01:14:00,Bike,Yellow,2023,Punjab,20,Female,Two-Wheeler,10,Foggy,Potholes,OFF6219,RTO,Valid,4,,Yes,Red,60,47,0.09,Positive,Yes,No,Card,Yes,1,,1,18-25,False,-13,Sunday,True,2026-06
VLT101268,Over-speeding,1362,Delhi,2026-06-22,1900-01-01 06:28:00,Auto Rickshaw,Yellow,2020,Maharashtra,63,Male,Two-Wheeler,5,Foggy,Wet,OFF3576,RTO,Expired,1,Yes,,Yellow,50,117,0.32,Negative,No,No,Card,No,0,Repeat Offender,6,60+,True,67,Monday,False,2026-06
VLT101269,Overloading,2013,Tamil Nadu,2026-06-23,1900-01-01 02:58:00,Car,Yellow,2021,Uttar Pradesh,33,Female,Two-Wheeler,4,Foggy,Dry,OFF5215,Highway Patrol,Suspended,5,Yes,No,Yellow,80,95,0.36,Negative,Yes,Yes,Not Paid,No,2,Fine Paid On Spot,2,26-35,True,15,Tuesday,True,2026-06
VLT101270,Signal Jumping,2090,West Bengal,2026-06-24,1900-01-01 17:47:00,Truck,Red,1998,Gujarat,44,Female,Learner,7,Rainy,Under Construction,OFF2687,RTO,Valid,5,No,No,Red,60,45,0.47,Not Conducted,No,Yes,Not Paid,Yes,4,Repeat Offender,17,36-45,False,-15,Wednesday,True,2026-06
VLT101271,Overloading,757,Uttar Pradesh,2026-06-25,1900-01-01 17:01:00,Car,Yellow,2018,Tamil Nadu,55,Male,Commercial,7,Rainy,Under Construction,OFF4743,Local Police,Valid,2,Yes,No,Red,40,72,0.13,Negative,Yes,No,Online,No,1,Fine Paid On Spot,17,46-60,True,32,Thursday,True,2026-06
VLT101272,Driving Without License,595,Delhi,2026-06-26,1900-01-01 03:29:00,Bike,Blue,2004,Uttar Pradesh,54,Female,Learner,3,Dust Storm,Under Construction,OFF3095,Highway Patrol,Expired,1,,No,Green,80,71,0.34,Positive,Yes,Yes,Card,Yes,4,First Violation,3,46-60,False,-9,Friday,True,2026-06
VLT101273,Over-speeding,894,Delhi,2026-06-27,1900-01-01 08:09:00,Car,Grey,2008,Maharashtra,61,Male,Commercial,0,Cloudy,Slippery,OFF9430,Traffic Police,Valid,5,No,Yes,Yellow,30,63,0.27,Not Conducted,No,Yes,Not Paid,No,0,First Violation,8,60+,True,33,Saturday,False,2026-06
VLT101274,Wrong Parking,2949,Maharashtra,2026-06-28,1900-01-01 21:55:00,Bike,Black,2000,Punjab,70,Male,Four-Wheeler,6,Dust Storm,Wet,OFF5356,Highway Patrol,Suspended,3,Yes,,Red,40,68,0.38,Negative,Yes,No,Card,Yes,5,Fine Paid On Spot,21,60+,True,28,Sunday,True,2026-06
VLT101275,Driving Without License,4912,Delhi,2026-06-29,1900-01-01 12:44:00,Bus,Blue,2012,Punjab,42,Other,Heavy Vehicle,6,Rainy,Slippery,OFF9570,Traffic Police,Valid,4,No,,Yellow,80,115,0.24,Not Conducted,No,Yes,Cash,Yes,5,Repeat Offender,12,36-45,True,35,Monday,True,2026-06
VLT101276,No Helmet,4650,Karnataka,2026-06-30,1900-01-01 12:40:00,Scooter,White,1996,West Bengal,61,Female,Heavy Vehicle,6,Cloudy,Under Construction,OFF5333,Local Police,Suspended,1,No,Yes,Green,100,34,0.45,Negative,Yes,Yes,Online,Yes,3,First Violation,12,60+,False,-66,Tuesday,True,2026-06
VLT101277,Over-speeding,1210,Delhi,2026-07-01,1900-01-01 18:23:00,Truck,Grey,2014,Delhi,49,Male,Heavy Vehicle,0,Rainy,Dry,OFF2179,Traffic Police,Valid,3,No,,Green,80,50,0.33,Negative,Yes,No,Not Paid,No,5,First Violation,18,46-60,False,-30,Wednesday,True,2026-07
VLT101278,Wrong Parking,4024,Punjab,2026-07-02,1900-01-01 19:09:00,Auto Rickshaw,White,2020,Punjab,71,Other,Four-Wheeler,8,Dust Storm,Under Construction,OFF4086,Highway Patrol,Expired,4,Yes,No,Green,100,108,0.14,Not Conducted,No,No,Not Paid,Yes,4,Fine Paid On Spot,19,60+,True,8,Thursday,True,2026-07
VLT101279,Wrong Parking,2019,West Bengal,2026-07-03,1900-01-01 15:30:00,Auto Rickshaw,White,2017,Uttar Pradesh,54,Female,Learner,7,Cloudy,Dry,OFF2833,Highway Patrol,Suspended,5,Yes,Yes,Yellow,50,42,0.05,Negative,Yes,No,Online,Yes,2,First Violation,15,46-60,False,-8,Friday,True,2026-07
VLT101280,No Seatbelt,1890,Delhi,2026-07-04,1900-01-01 09:33:00,Bike,Silver,1997,Punjab,64,Other,Commercial,5,Cloudy,Dry,OFF3195,Traffic Police,Valid,2,Yes,No,Red,40,25,0.32,Negative,No,No,Not Paid,No,0,,9,60+,False,-15,Saturday,False,2026-07
VLT101281,Over-speeding,1005,Tamil Nadu,2026-07-05,1900-01-01 16:03:00,Car,Black,2012,Punjab,58,Female,Heavy Vehicle,5,Foggy,Wet,OFF6192,RTO,Expired,4,No,Yes,Yellow,100,89,0.02,Negative,Yes,No,Cash,No,0,Repeat Offender,16,46-60,False,-11,Sunday,False,2026-07
VLT101282,Over-speeding,3493,Tamil Nadu,2026-07-06,1900-01-01 17:07:00,Car,Yellow,1999,Tamil Nadu,64,Female,Four-Wheeler,6,Dust Storm,Slippery,OFF2096,Local Police,Expired,1,,Yes,Yellow,50,66,0.27,Negative,No,No,Online,No,1,Fine Paid On Spot,17,60+,True,16,Monday,True,2026-07
VLT101283,Wrong Parking,861,Punjab,2026-07-07,1900-01-01 12:34:00,Auto Rickshaw,Blue,2014,Karnataka,43,Male,Learner,10,Rainy,Dry,OFF8921,Local Police,Suspended,4,No,Yes,Red,40,38,0.01,Negative,Yes,Yes,Not Paid,No,0,First Violation,12,36-45,False,-2,Tuesday,False,2026-07
VLT101284,Signal Jumping,2252,Punjab,2026-07-08,1900-01-01 16:39:00,Bus,Yellow,2011,Maharashtra,35,Female,Learner,8,Foggy,Under Construction,OFF5328,RTO,Valid,5,No,No,Green,30,45,0.08,Negative,Yes,No,Not Paid,Yes,5,Fine Paid On Spot,16,26-35,True,15,Wednesday,True,2026-07
VLT101285,No Helmet,2074,Punjab,2026-07-09,1900-01-01 17:18:00,Bike,White,2012,Maharashtra,61,Male,Learner,6,Cloudy,Under Construction,OFF1534,Traffic Police,Valid,3,,Yes,Red,40,45,0.03,Not Conducted,No,Yes,Not Paid,No,2,First Violation,17,60+,True,5,Thursday,True,2026-07
VLT101286,Over-speeding,145,Gujarat,2026-07-10,1900-01-01 09:52:00,Bike,Yellow,2014,Maharashtra,37,Male,Commercial,6,Dust Storm,Potholes,OFF2285,Local Police,Suspended,2,Yes,,Red,40,99,0.45,Positive,Yes,No,Online,Yes,2,Fine Paid On Spot,9,36-45,True,59,Friday,True,2026-07
VLT101287,Overloading,2045,Maharashtra,2026-07-11,1900-01-01 08:02:00,Bike,Blue,2022,Delhi,51,Other,Two-Wheeler,6,Rainy,Under Construction,OFF8285,Highway Patrol,Suspended,5,,No,Yellow,50,35,0.31,Positive,No,No,Cash,No,3,Fine Paid On Spot,8,46-60,False,-15,Saturday,True,2026-07
VLT101288,Overloading,2363,Gujarat,2026-07-12,1900-01-01 00:15:00,Scooter,Grey,2000,Karnataka,45,Other,Two-Wheeler,2,Cloudy,Under Construction,OFF7715,RTO,Suspended,3,,,Green,100,23,0.14,Positive,No,No,Card,No,3,First Violation,0,36-45,False,-77,Sunday,True,2026-07
VLT101289,No Helmet,4628,Karnataka,2026-07-13,1900-01-01 13:38:00,Auto Rickshaw,White,2003,Gujarat,66,Male,Learner,6,Foggy,Wet,OFF7092,RTO,Expired,3,,,Red,60,67,0.0,Not Conducted,No,Yes,Not Paid,No,2,Fine Paid On Spot,13,60+,True,7,Monday,True,2026-07
VLT101290,Driving Without License,1857,West Bengal,2026-07-14,1900-01-01 01:21:00,Scooter,Green,2002,Delhi,29,Male,Learner,2,Rainy,Under Construction,OFF3875,Local Police,Valid,5,Yes,Yes,Green,40,115,0.25,Negative,No,No,Online,No,0,First Violation,1,26-35,True,75,Tuesday,False,2026-07
VLT101291,Drunk Driving,1970,Uttar Pradesh,2026-07-15,1900-01-01 20:24:00,Scooter,White,2014,West Bengal,47,Male,Two-Wheeler,6,Dust Storm,Potholes,OFF6119,RTO,Expired,4,No,Yes,Red,100,41,0.09,Positive,No,No,Not Paid,Yes,3,Fine Paid On Spot,20,46-60,False,-59,Wednesday,True,2026-07
VLT101292,Driving Without License,821,Delhi,2026-07-16,1900-01-01 00:59:00,Truck,Grey,2014,Gujarat,74,Male,Four-Wheeler,9,Cloudy,Potholes,OFF8412,Highway Patrol,Expired,2,No,No,Green,60,74,0.33,Negative,Yes,Yes,Cash,Yes,3,,0,60+,True,14,Thursday,True,2026-07
VLT101293,Over-speeding,4139,Punjab,2026-07-17,1900-01-01 06:47:00,Auto Rickshaw,Yellow,2003,Gujarat,45,Other,Four-Wheeler,7,Dust Storm,Potholes,OFF8349,Local Police,Valid,3,Yes,,Red,30,61,0.16,Positive,Yes,Yes,Card,No,3,First Violation,6,36-45,True,31,Friday,True,2026-07
VLT101294,Driving Without License,1622,Karnataka,2026-07-18,1900-01-01 19:07:00,Car,White,1997,Gujarat,19,Female,Learner,1,Clear,Wet,OFF9196,RTO,Valid,5,,Yes,Green,40,73,0.42,Positive,No,Yes,Online,Yes,3,Repeat Offender,19,18-25,True,33,Saturday,True,2026-07
VLT101295,Driving Without License,3292,Maharashtra,2026-07-19,1900-01-01 00:00:00,Bus,Silver,2007,Maharashtra,46,Other,Commercial,2,Clear,Dry,OFF5933,Traffic Police,Suspended,4,Yes,,Red,40,81,0.11,Negative,No,Yes,Cash,No,0,Fine Paid On Spot,0,46-60,True,41,Sunday,False,2026-07
VLT101296,Drunk Driving,2047,Uttar Pradesh,2026-07-20,1900-01-01 22:28:00,Bus,Silver,1996,Tamil Nadu,64,Female,Learner,1,Clear,Dry,OFF1513,Highway Patrol,Expired,5,No,No,Red,40,42,0.41,Negative,Yes,No,Not Paid,No,5,,22,60+,True,2,Monday,True,2026-07
VLT101297,Over-speeding,2732,Tamil Nadu,2026-07-21,1900-01-01 07:45:00,Car,White,2015,West Bengal,38,Other,Two-Wheeler,5,Clear,Wet,OFF2948,Traffic Police,Expired,1,No,Yes,Yellow,40,73,0.43,Negative,No,No,Not Paid,No,0,,7,36-45,True,33,Tuesday,False,2026-07
VLT101298,Over-speeding,2548,Uttar Pradesh,2026-07-22,1900-01-01 20:36:00,Bike,Silver,2014,Delhi,20,Other,Heavy Vehicle,5,Clear,Potholes,OFF1093,Traffic Police,Suspended,4,No,,Red,30,82,0.42,Positive,Yes,No,Online,No,2,Repeat Offender,20,18-25,True,52,Wednesday,True,2026-07
VLT101299,Overloading,4826,Tamil Nadu,2026-07-23,1900-01-01 12:18:00,Bike,Silver,2007,Delhi,70,Female,Four-Wheeler,1,Clear,Slippery,OFF8215,Traffic Police,Suspended,3,Yes,,Yellow,80,108,0.1,Not Conducted,Yes,Yes,Online,Yes,4,Fine Paid On Spot,12,60+,True,28,Thursday,True,2026-07
VLT101300,No Seatbelt,1098,West Bengal,2026-07-24,1900-01-01 16:45:00,Auto Rickshaw,Green,2003,West Bengal,43,Other,Learner,4,Foggy,Slippery,OFF8312,Local Police,Expired,1,,No,Green,80,109,0.5,Negative,Yes,No,Online,Yes,0,,16,36-45,True,29,Friday,False,2026-07
VLT101301,Signal Jumping,2573,Delhi,2026-07-25,1900-01-01 13:42:00,Bike,Red,2018,Tamil Nadu,57,Other,Two-Wheeler,10,Clear,Slippery,OFF6940,Local Police,Suspended,1,,No,Red,30,83,0.43,Negative,No,No,Not Paid,No,3,Fine Paid On Spot,13,46-60,True,53,Saturday,True,2026-07
VLT101302,Wrong Parking,2615,Maharashtra,2026-07-26,1900-01-01 23:09:00,Bike,Silver,1998,Punjab,66,Female,Commercial,1,Foggy,Wet,OFF3823,Traffic Police,Expired,2,No,,Green,40,84,0.39,Positive,Yes,Yes,Card,Yes,4,First Violation,23,60+,True,44,Sunday,True,2026-07
VLT101303,Signal Jumping,1773,Delhi,2026-07-27,1900-01-01 06:18:00,Bike,Grey,2003,Uttar Pradesh,74,Male,Four-Wheeler,8,Cloudy,Potholes,OFF5195,Traffic Police,Expired,4,,No,Green,60,21,0.12,Not Conducted,No,No,Online,Yes,4,First Violation,6,60+,False,-39,Monday,True,2026-07
VLT101304,Signal Jumping,583,Uttar Pradesh,2026-07-28,1900-01-01 04:13:00,Car,Green,1999,Tamil Nadu,63,Male,Two-Wheeler,4,Rainy,Potholes,OFF8423,Local Police,Valid,3,No,Yes,Red,50,76,0.23,Negative,No,Yes,Card,No,1,Fine Paid On Spot,4,60+,True,26,Tuesday,True,2026-07
VLT101305,Using Mobile Phone,232,Tamil Nadu,2026-07-29,1900-01-01 19:25:00,Truck,Yellow,2019,Karnataka,75,Female,Learner,4,Dust Storm,Potholes,OFF9230,Highway Patrol,Suspended,5,Yes,,Red,60,72,0.24,Not Conducted,Yes,No,Not Paid,No,2,First Violation,19,60+,True,12,Wednesday,True,2026-07
VLT101306,Using Mobile Phone,1342,Tamil Nadu,2026-07-30,1900-01-01 17:07:00,Scooter,Green,1997,Karnataka,67,Female,Two-Wheeler,2,Rainy,Potholes,OFF1015,RTO,Expired,2,No,No,Green,60,85,0.27,Not Conducted,No,No,Online,Yes,4,First Violation,17,60+,True,25,Thursday,True,2026-07
VLT101307,Drunk Driving,2759,Punjab,2026-07-31,1900-01-01 04:38:00,Scooter,Blue,2021,Tamil Nadu,31,Male,Two-Wheeler,8,Dust Storm,Dry,OFF7870,Traffic Police,Valid,4,No,No,Red,50,72,0.27,Negative,Yes,No,Not Paid,No,5,Repeat Offender,4,26-35,True,22,Friday,True,2026-07
VLT101308,Signal Jumping,352,West Bengal,2026-08-01,1900-01-01 03:12:00,Auto Rickshaw,Red,2013,West Bengal,52,Male,Two-Wheeler,8,Cloudy,Dry,OFF5044,Traffic Police,Suspended,2,Yes,No,Green,50,108,0.35,Negative,No,Yes,Cash,No,3,Fine Paid On Spot,3,46-60,True,58,Saturday,True,2026-08
VLT101309,Over-speeding,1193,Karnataka,2026-08-02,1900-01-01 00:03:00,Bike,White,2005,Delhi,41,Female,Heavy Vehicle,2,Rainy,Slippery,OFF9303,RTO,Expired,3,,No,Yellow,60,53,0.36,Positive,Yes,No,Card,No,0,Repeat Offender,0,36-45,False,-7,Sunday,False,2026-08
VLT101310,Overloading,1811,Tamil Nadu,2026-08-03,1900-01-01 23:46:00,Truck,Silver,2006,Karnataka,52,Female,Learner,2,Dust Storm,Potholes,OFF2028,Traffic Police,Expired,1,,Yes,Yellow,60,37,0.29,Positive,Yes,Yes,Not Paid,Yes,5,,23,46-60,False,-23,Monday,True,2026-08
VLT101311,No Seatbelt,1938,West Bengal,2026-08-04,1900-01-01 20:03:00,Bus,Yellow,2019,Uttar Pradesh,49,Male,Four-Wheeler,0,Foggy,Dry,OFF1520,RTO,Expired,5,,No,Yellow,60,114,0.15,Positive,Yes,No,Not Paid,Yes,2,Repeat Offender,20,46-60,True,54,Tuesday,True,2026-08
VLT101312,Signal Jumping,818,Delhi,2026-08-05,1900-01-01 00:01:00,Bike,Black,1995,Uttar Pradesh,48,Male,Two-Wheeler,6,Dust Storm,Wet,OFF6952,RTO,Valid,1,No,,Red,50,21,0.18,Negative,Yes,No,Online,Yes,2,First Violation,0,46-60,False,-29,Wednesday,True,2026-08
VLT101313,Using Mobile Phone,3964,Maharashtra,2026-08-06,1900-01-01 05:18:00,Auto Rickshaw,Blue,2015,Tamil Nadu,46,Female,Heavy Vehicle,6,Foggy,Wet,OFF3480,Highway Patrol,Expired,1,,No,Red,100,81,0.28,Not Conducted,Yes,No,Not Paid,No,3,Fine Paid On Spot,5,46-60,False,-19,Thursday,True,2026-08
VLT101314,Signal Jumping,1750,Gujarat,2026-08-07,1900-01-01 03:02:00,Auto Rickshaw,Green,2023,Karnataka,51,Male,Commercial,10,Clear,Wet,OFF5254,Local Police,Suspended,1,,Yes,Green,40,39,0.24,Negative,No,No,Not Paid,No,3,,3,46-60,False,-1,Friday,True,2026-08
VLT101315,Drunk Driving,2998,Delhi,2026-08-08,1900-01-01 05:53:00,Truck,Black,2006,Gujarat,67,Female,Learner,4,Foggy,Potholes,OFF2428,Highway Patrol,Suspended,4,No,Yes,Red,40,28,0.49,Positive,Yes,Yes,Online,No,3,Repeat Offender,5,60+,False,-12,Saturday,True,2026-08
VLT101316,Signal Jumping,3127,Tamil Nadu,2026-08-09,1900-01-01 09:14:00,Bike,Blue,2004,Tamil Nadu,38,Female,Heavy Vehicle,7,Cloudy,Under Construction,OFF8194,Local Police,Suspended,1,Yes,,Green,30,70,0.5,Positive,No,No,Card,Yes,3,First Violation,9,36-45,True,40,Sunday,True,2026-08
VLT101317,Wrong Parking,2074,Punjab,2026-08-10,1900-01-01 05:24:00,Scooter,Yellow,1996,Gujarat,41,Male,Two-Wheeler,1,Cloudy,Under Construction,OFF8474,RTO,Suspended,1,Yes,,Green,50,91,0.42,Negative,Yes,No,Card,Yes,4,,5,36-45,True,41,Monday,True,2026-08
VLT101318,Over-speeding,2362,Punjab,2026-08-11,1900-01-01 10:07:00,Bike,Blue,2006,Uttar Pradesh,34,Other,Two-Wheeler,10,Clear,Potholes,OFF9049,RTO,Expired,1,Yes,Yes,Red,30,36,0.06,Positive,No,No,Online,Yes,2,Repeat Offender,10,26-35,True,6,Tuesday,True,2026-08
